State,Program/Opportunity Name,"Grade Levels
(Key: 0 - K and under, 13 - over high school)",,Eligibility Requirements,Cost/Funding,Cost/Funding Breakdown,,,,Deadlines,Deadlines,,Website/Link,Category (Type of Opportunity),"Field (Area of Focus)
Original",Delivery Context (Where Offered),Notes,,,,,,,,,,,,,,,,
Nebraska,Nebraska Opportunity Grant,8,12,Eligible low-income students.,Grant (Need-based aid).,,,,,Varies,Varies,,https://ccpe.nebraska.gov/,Scholarship,Multidisciplinary,Outside School,State funding program aimed at reducing the gap in college enrollment and graduation rates for low-income students.,,,,,,,,,,,,,,,,
Nebraska,USDA Pathways Internship Program,9,12,Current degree-seeking student.,Paid,,,,,Varies; year-round work experiences.,Varies,,https://www.usda.gov/,Other,Multidisciplinary,Outside School,Federal internship and employment opportunity for students through the U.S. Department of Agriculture (USDA).,,,,,,,,,,,,,,,,
Nevada,CTE College Credit (CSN),9,12,Must be in the second-level CTE course.,Free college credit.,,N,,,Apply as early as sophomore year.,,,https://www.csn.edu/education-and-training/highschoolprograms,Academic Program,"Trades, Varies",At School,Awards free college credit for high school CTE classes through a partnership with the Nevada Department of Education.,,,,,,,,,,,,,,,,
Nevada,Nevada State High School (Dual Enrollment),9,12,"""Credit sufficient students"".",Free (tuition-free college courses).,,N,,,Apply as early as sophomore year.,,,https://nevadastatehs.com/,Academic Program,Multidisciplinary,"At School, Outside School","Students earn a high school diploma while working toward a college degree, accumulating up to 50+ college credits for free. Flagship statewide program.",,,,,,,,,,,,,,,,
Nevada,UNLV Culinary Mini Boot Camp,9,12,Unspecified,Fee-based (cost not specified).,,Y,N,,Varies; 2-day hands-on adventure.,Varies,,https://youngrebels.unlv.edu/grade/high-school/,Academic Program,Arts & Humanities,Outside School,Students level up their cooking skills and master new culinary techniques.,,,,,,,,,,,,,,,,
Nevada,UNLV GenCyber Summer Camp,9,12,Unspecified,Unspecified,,,,,Varies; week-long summer camp.,Varies,,https://youngrebels.unlv.edu/grade/high-school/,Academic Program,Technology / Coding,Outside School,Educates students about secure online behavior and encourages interest in cybersecurity careers.,,,,,,,,,,,,,,,,
Nevada,UNLV Nurse Camp,9,12,Interested in health sciences and nursing.,Unspecified,,,,,Varies,Varies,,https://youngrebels.unlv.edu/grade/high-school/,Academic Program,Health / Medicine,Outside School,there is in school part where studets get help. along with a 4 week summer school. ,,,,,,,,,,,,,,,,
Nevada,UNLV Rebel Classical Guitar Summer Camp,9,12,Beginning to advanced classical guitar students.,Fee-based (cost not specified).,,Y,N,,Varies; week-long camp.,Varies,,https://youngrebels.unlv.edu/grade/high-school/,Academic Program,Arts & Humanities,Outside School,"Focuses on technical workshops to develop guitar technique, ensembles, and lessons.",,,,,,,,,,,,,,,,
Nevada,UNLV SPARK Program (Research),9,12,Unspecified,Unspecified,,,,,Varies; summer program.,Varies,,https://youngrebels.unlv.edu/grade/high-school/,Other,Science,Outside School,An immersive research experience that develops research skills and expands research readiness.,,,,,,,,,,,,,,,,
Nevada,Your Educational Success (YES) Program (CSN),11,12,Students with disabilities.,Varies (Earns 3 CSN credits).,Varies,Y,N,,Varies,Varies,,https://www.csn.edu/education-and-training/highschoolprograms,Academic Program,Multidisciplinary,Outside School,Designed to help students with disabilities transition from high school to a post-secondary setting.,,,,,,,,,,,,,,,,
New Hampshire,Derryfield Summer Programs,0,12,"Open enrollment, varying by program",$670,670.00,Y,N,,Summer,Summer,,DF,Volunteer/Service,Multidisciplinary,Outside School,,,,,,,,,,,,,,,,,
New Hampshire,GEAR UP New Hampshire,6,8,Must attend a participating school in NH GEAR UP alliance,"Up to $7,000 Scholarship",,,,,Schools Apply,,,NH GEAR UP ,Volunteer/Service,Leadership / Business,Outside School,,,,,,,,,,,,,,,,,
New Hampshire,Jobs for America’s Graduates — New Hampshire,6,12,For students who want career readiness and to persist in school; selection by school / program referral,Varies,Varies,Y,N,,Varies by District,Varies,,JAG ,Other,Multidisciplinary,Outside School,,,,,,,,,,,,,,,,,
New Hampshire,Kearsarge Arts Theater Summer Program,6,12,Students interested in arts / theater,Varies,Varies,Y,N,,Summer,Summer,,Kat Company,Club,Arts,At School,,,,,,,,,,,,,,,,,
New Hampshire,New Hampshire Academy of Science Summer Programs,6,12,Students must be at least 7th grade by fall; interest/aptitude in science,~$800,800.00,Y,N,,Varies,Varies,,NHACOS,Academic Program,Science,Through School,,,,,,,,,,,,,,,,,
New Hampshire,NH Community Colleges,10,12,Must meet high school and college prerequisites; coordinate with school,Free,,N,,,Varies by Semester,Varies,,NHCC,Academic Program,Leadership / Business,Through School,,,,,,,,,,,,,,,,,
New Hampshire,SNHAHEC Health Career Exploration Camps,6,12,Interest in health / medical fields,Free,,N,,,Varies,Varies,,SNHAHEC,Academic Program,Health / Medicine,Through School,,,,,,,,,,,,,,,,,
New Hampshire,St. Paul’s School Advanced Studies Program,9,12,"Must be motivated, strong academic record, interest in advanced coursework","~$4,950",4950.00,Y,N,,January,,January,St Paul Schools ,Academic Program,Multidisciplinary,At School,,,,,,,,,,,,,,,,,
New Hampshire,UNH Tech Camp,5,12,Open to students with interest in STEM; no prior experience required,Free,,N,,,Varies,Varies,,UNH Tech,Club,Technology / Coding,Through School,,,,,,,,,,,,,,,,,
New Hampshire,Wolfeboro Camp School Academic Summer Program,6,12,"Students seeking academic boost, credit opportunities","$15,400",15400.00,Y,N,,Summer,Summer,,WB Camp School,Academic Program,Multidisciplinary,Through School,,,,,,,,,,,,,,,,,
New Jersey,Academic Decathlon of New Jersey,9,12,Must register team,$295 with study materials and $449 without,372.00,Y,N,,N/A,,,https://www.adnj.org/,Academic Program,Leadership / Business,Outside School,,,,,,,,,,,,,,,,,
New Jersey,Appel Farm Summer Arts Camp,6,12,Interested in arts & music,Funded by Art Grants,,N,,Privately-funded,Summer,Summer,,Appel FA & MS,Club,Arts,At School,,,,,,,,,,,,,,,,,
New Jersey,Future Problem Solving,7,12,No requirement,$60 for an individual and $130 per team,90.00,Y,N,,31-Oct,,October,https://futureproblemsolving.org/new-jersey/,Competition,Multidisciplinary,Outside School,,,,,,,,,,,,,,,,,
New Jersey,Governor’s School of New Jersey,11,12,"NJ resident, nominated by school, strong STEM interest",Free,,N,,,Varies,Varies,,GOVSCHOOL,Academic Program,Multidisciplinary,At School,,,,,,,,,,,,,,,,,
New Jersey,High School Heros,9,12,Selected by Educators,No cost / Corporate Funding,,N,,Privately-funded,Vaires by school,Varies,,https://janj.ja.org/programs/ja-high-school-heroes-ja-of-new-jersey,Volunteer/Service,Leadership / Business,Through School,,,,,,,,,,,,,,,,,
New Jersey,iD Tech Camp at Princeton University,6,12,"Open to students interested in tech, coding","~$1,229",1229.00,Y,N,,August,,August,iD Tech Camp,Academic Program,Technology / Coding,Through School,,,,,,,,,,,,,,,,,
New Jersey,Jersey Cares Club,7,12,No requirement,No cost / Funded by nonprofit,,N,,Privately-funded,N/A,,,https://www.jerseycares.org/youth-service/,Volunteer/Service,Leadership / Business,At School,,,,,,,,,,,,,,,,,
New Jersey,Law Adventure,7,8,No requirement,No cost / Funded by state bar foundation,,N,,Privately-funded,30-Jan,,January,https://njsbf.org/school-based-programs/mock-trial/law-adventure-competition-for-grades-7-and-8/,Competition,Multidisciplinary,Outside School,,,,,,,,,,,,,,,,,
New Jersey,Liberty Science Center Summer Science Camp,6,8,Open to all students,"~$1,000 ",1000.00,Y,N,,August,,,LSC,Volunteer/Service,Science,At School,,,,,,,,,,,,,,,,,
New Jersey,New Jersey DECA,9,12,No requirement,$20 Membership dues,20.00,Y,N,,Varies by chapter,Varies,,https://njdeca.org/,Academic Program,Leadership / Business,Through School,,,,,,,,,,,,,,,,,
New Jersey,New Jersey Scholars Program,12,12,"NJ resident, nominated (max 2 per school), academic strength",Free,,N,,,Januray,,January,NJSP,Scholarship,Multidisciplinary,At School,,,,,,,,,,,,,,,,,
New Jersey,New Jersey Young Composers Competition,6,12,Sponsored by NJMEA member,$20 per submission,20.00,Y,N,,13-Dec,,December,https://www.njmea.org/young-composers-competition/,Competition,Arts,Outside School,,,,,,,,,,,,,,,,,
New Jersey,NJ FIRST Tech Challenge,7,12,Must have a Teacher/Mentor,$100 ,20.00,Y,N,,9-Sep,,September,https://www.newjerseyftc.com/,Competition,Technology / Coding,Outside School,,,,,,,,,,,,,,,,,
New Jersey,NJ Scholars Program,11,11,"Academic standing, Essays and Recommendation",No cost / Private Funding 501(c)(3),,N,,Privately-funded,Varies by school,Varies,,https://www.newjerseyscholarsprogram.org/index.html/,Academic Program,Multidisciplinary,Outside School,,,,,,,,,,,,,,,,,
New Jersey,Ridgewood Middle School Enrichment / Summer Academies,6,8,Enrolled or entering middle school,$225,225.00,Y,N,,July,,July,RPS,Academic Program,Multidisciplinary,Outside School,,,,,,,,,,,,,,,,,
New Jersey,Rutgers Pre-College Summer Programs,9,12,Motivated high school students; prerequisites based on specific course,Varies,Varies,Y,N,,Spring,Spring,,RPC,Volunteer/Service,Multidisciplinary,Through School,,,,,,,,,,,,,,,,,
New Jersey,Rutgers University — Summer Camps via Lifelong Learning,6,12,Varies by program,Varies,Varies,Y,N,,Summer,Summer,,RUSC ,Volunteer/Service,Multidisciplinary,Through School,,,,,,,,,,,,,,,,,
New Jersey,TCNJ Summer Pre-College Programs,6,12,Open to students in relevant grades,Varies,Varies,Y,N,,Varies,Varies,,TCNJ SF,Volunteer/Service,Multidisciplinary,At School,,,,,,,,,,,,,,,,,
New Jersey,TSA Middle School Conference,6,8,No requirement,$22 without lunch $33 with lunch,27.50,Y,N,,3-Apr,,April,https://njtsa.tcnj.edu/2024-state-middle-school-conference/,Club,Technology / Coding,Through School,,,,,,,,,,,,,,,,,
New Jersey,USA Security Language Initiative for Youth,9,12,"U.S. citizen, current high school enrollment, minimum GPA ~2.5, meet age requirement",Fully Funded,,N,,,Spring,Spring,,NSLI-Y,Other,Leadership / Business,Through School,,,,,,,,,,,,,,,,,
New Mexico,ABQ BioPark - Camp,0,9,Open registration,Tuition,,Y,N,,Summer,Summer,,Https://www.cabq.gov/artsculture/biopark/camps-classes/camp-biopark ,Other,Science,Outside School,,,,,,,,,,,,,,,,,
New Mexico,ABQ BioPark - volunteer,9,12,Application and 40 hour commitment,$5 ,5.00,Y,N,,May 20th,,May,Https://www.cabq.gov/artsculture/biopark/about-the-biopark/biopark-jobs-volunteering/volunteer/biopark-nature-guides ,Volunteer/Service,Science,Outside School,,,,,,,,,,,,,,,,,
New Mexico,All NM Internships,9,12,Must be of legal working age; priority to “at-risk” students; first-time interns are prioritized,Paid,,,,,April,,April,NM Internships,Other,Technology / Coding,Outside School,,,,,,,,,,,,,,,,,
New Mexico,Explora Summer Camp,0,12,Open registration,Tuition,,Y,N,,June-August,,August,Https://www.explora.us/programs/camps/summer-camps/,Other,Science,Outside School,,,,,,,,,,,,,,,,,
New Mexico,"MIT Introduction to Technology, Engineering, and Science",11,11,Must intend to pursue STEM / engineering; selection process is competitive; priority often to underserved / underrepresented students.,Free,,N,,,Spring,Spring,,MIT,Academic Program,Science,Through School,,,,,,,,,,,,,,,,,
New Mexico,New Mexico Department of Transportation Internships,10,12,Enrolled in high school or recently graduated (16+ yrs),Paid,,Y,N,,Year-Round,Rolling Admission,,NMDOT,Other,Technology / Coding,Outside School,,,,,,,,,,,,,,,,,
New Mexico,New Mexico Science Olympiad,6,12,School teams,Membership,,Y,N,,February,,February,Https://sites.google.com/nmt.edu/nmscioly/home,Competition,Science,Outside School,,,,,,,,,,,,,,,,,
New Mexico,New Mexico Supercomputing,4,12,Open registration,Low or no cost,Low/Free,Y,Y,,Spring,Spring,,Https://supercomputingchallenge.org/,Competition,Technology / Coding,Outside School,,,,,,,,,,,,,,,,,
New Mexico,New Mexico Tech Summer STEM Experience,9,12,Must have completed Algebra I; minimum GPA ~2.75,$650,650.00,Y,N,,May-June,,June,NMTS,Volunteer/Service,Multidisciplinary,At School,,,,,,,,,,,,,,,,,
New Mexico,New Mexico Youth Development,4,12,Open registration,Low or no cost,Low/Free,Y,Y,,Varies by county,Varies,,Https://nm4h.nmsu.edu/,Club,Multidisciplinary,Outside School,,,,,,,,,,,,,,,,,
New Mexico,NM MESA,6,12,MESA school students,Free,,N,,,Varies by school,Varies,,Https://www.nmmesa.org/,Club,Science,Outside School,,,,,,,,,,,,,,,,,
New Mexico,NM PREP Academies,6,12,"NM resident, interest in STEM",Free,,N,,,May,,May,NMSU,Academic Program,Science,At School,,,,,,,,,,,,,,,,,
New Mexico,NMSEF,6,12,Advanced from NM regional fair,Registration fees,,Y,N,,March,,March,Https://www.nmt.edu/stem/sciencefair/,Competition,Science,Outside School,,,,,,,,,,,,,,,,,
New Mexico,Research Science Institute,9,11,Exceptional students in STEM; highly selective; students from around the U.S. and world can apply.,Free,,N,,,Januray,,January,RSI,Other,Science,Through School,,,,,,,,,,,,,,,,,
